#bin    name    chrom   strand  txStart txEnd   cdsStart    cdsEnd  exonCount   exonStarts  exonEnds    score   name2   cdsStartStat    cdsEndStat  exonFrames
1669    OTTHUMT00000351241  chr7    -   142206510   142207011   142206510   142206960   2   142206510,142206911,    142206805,142207011,    0   TRBV10-2    incmpl  cmpl    1,0,
1670    OTTHUMT00000351211  chr7    -   142223819   142224284   142223819   142224267   2   142223819,142224218,    142224117,142224284,    0   TRBV11-1    incmpl  cmpl    1,0,
1670    OTTHUMT00000351220  chr7    -   142231572   142232090   142231572   142232022   2   142231572,142231973,    142231867,142232090,    0   TRBV10-1    incmpl  cmpl    1,0,
1670    OTTHUMT00000351233  chr7    -   142239536   142240058   142239536   142240011   2   142239536,142239962,    142239830,142240058,    0   TRBV9   cmpl    cmpl    1,0,
1670    OTTHUMT00000351216  chr7    -   142242280   142242747   142242280   142242747   2   142242280,142242698,    142242574,142242747,    0   TRBV5-3 incmpl  cmpl    1,0,
1670    OTTHUMT00000351234  chr7    -   142247108   142247615   142247108   142247565   2   142247108,142247516,    142247406,142247615,    0   TRBV7-3 incmpl  cmpl    1,0,
1670    OTTHUMT00000351239  chr7    -   142250702   142251158   142250702   142251137   2   142250702,142251088,    142250997,142251158,    0   TRBV6-4 incmpl  cmpl    1,0,
1670    OTTHUMT00000352485  chr7    +   142326362   142327046   142326570   142327046   2   142326362,142326751,    142326619,142327046,    0   TRBV19  cmpl    incmpl  0,1,
1670    OTTHUMT00000352511  chr7    +   142334162   142334913   142334240   142334913   2   142334162,142334609,    142334271,142334913,    0   TRBV20-1    cmpl    incmpl  0,1,
1671    OTTHUMT00000352535  chr7    +   142353467   142353964   142353467   142353964   2   142353467,142353666,    142353516,142353964,    0   TRBV23-1    cmpl    incmpl  0,1,
1671    OTTHUMT00000352499  chr7    +   142364197   142364710   142364233   142364710   2   142364197,142364414,    142364282,142364710,    0   TRBV24-1    cmpl    incmpl  0,1,
1671    OTTHUMT00000352476  chr7    +   142378571   142379076   142378608   142379076   2   142378571,142378781,    142378657,142379076,    0   TRBV25-1    cmpl    incmpl  0,1,
1671    OTTHUMT00000352532  chr7    +   142413073   142426272   142426272   142426272   7   142413073,142414758,142416859,142418186,142423393,142424076,142425383,  142413104,142414844,142417018,142418311,142423934,142425007,142426272,  0   U66061.31   none    none    -1,-1,-1,-1,-1,-1,-1,
1671    OTTHUMT00000352544  chr7    +   142423172   142423688   142423215   142423688   2   142423172,142423393,    142423264,142423688,    0   TRBV27  cmpl    incmpl  0,1,
1671    OTTHUMT00000352512  chr7    +   142428483   142428984   142428503   142428984   2   142428483,142428689,    142428552,142428984,    0   TRBV28  cmpl    incmpl  0,1,
1671    OTTHUMT00000352510  chr7    +   142448052   142448741   142448119   142448741   2   142448052,142448440,    142448153,142448741,    0   TRBV29-1    cmpl    incmpl  0,1,
1671    OTTHUMT00000352540  chr7    +   142457318   142460871   142457335   142460871   6   142457318,142458405,142458919,142459624,142460281,142460718,    142457375,142458565,142458961,142459878,142460418,142460871,    0   PRSS1   cmpl    cmpl    0,1,2,2,1,0,
1671    OTTHUMT00000352539  chr7    +   142457322   142459859   142459859   142459859   2   142457322,142458479,    142457375,142459859,    0   PRSS1   none    none    -1,-1,
1671    OTTHUMT00000352538  chr7    +   142457329   142460921   142457335   142460871   5   142457329,142458405,142459624,142460281,142460718,  142457375,142458565,142459878,142460418,142460921,  0   PRSS1   cmpl    cmpl    0,1,2,1,0,
1671    OTTHUMT00000352543  chr7    +   142457331   142458942   142458942   142458942   2   142457331,142458405,    142457375,142458942,    0   PRSS1   none    none    -1,-1,
1671    OTTHUMT00000352541  chr7    +   142458515   142460920   142458515   142460723   4   142458515,142459624,142460281,142460718,    142458565,142459878,142460401,142460920,    0   PRSS1   incmpl  cmpl    0,2,1,1,
1671    OTTHUMT00000352542  chr7    +   142458960   142460923   142460923   142460923   3   142458960,142460281,142460718,  142459878,142460418,142460923,  0   PRSS1   none    none    -1,-1,-1,
1672    OTTHUMT00000352533  chr7    +   142494048   142494098   142494048   142494098   1   142494048,  142494098,  0   TRBJ2-1 incmpl  cmpl    2,
1672    OTTHUMT00000352478  chr7    +   142494243   142494294   142494243   142494294   1   142494243,  142494294,  0   TRBJ2-2 incmpl  incmpl  1,
1672    OTTHUMT00000352484  chr7    +   142494380   142494426   142494380   142494426   1   142494380,  142494426,  0   TRBJ2-2P    incmpl  incmpl  0,
1672    OTTHUMT00000352508  chr7    +   142494530   142494579   142494530   142494579   1   142494530,  142494579,  0   TRBJ2-3 incmpl  incmpl  0,
1672    OTTHUMT00000352498  chr7    +   142494681   142494731   142494681   142494731   1   142494681,  142494731,  0   TRBJ2-4 incmpl  incmpl  2,
1672    OTTHUMT00000352482  chr7    +   142494802   142494850   142494802   142494850   1   142494802,  142494850,  0   TRBJ2-5 incmpl  incmpl  1,
1672    OTTHUMT00000352528  chr7    +   142494922   142494975   142494922   142494975   1   142494922,  142494975,  0   TRBJ2-6 incmpl  incmpl  2,
1672    OTTHUMT00000352518  chr7    +   142495139   142495186   142495139   142495186   1   142495139,  142495186,  0   TRBJ2-7 incmpl  incmpl  2,
1672    OTTHUMT00000352524  chr7    +   142498724   142500432   142498724   142500213   4   142498724,142499627,142499788,142500186,    142499111,142499645,142499895,142500432,    0   TRBC2   incmpl  cmpl    1,1,1,0,
1672    OTTHUMT00000352519  chr7    -   142510270   142511084   142510270   142510972   2   142510270,142510929,    142510562,142511084,    0   TRBV30  incmpl  cmpl    1,0,
